Scenario	Horizon	CapReq	Products	NumOfOrders	BatchSizes	System	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64	P65	P66	P67	WS1	WS2	WS3	WS4	WS5	WS6	WS7	WS8	OperatorCost	OperationCost	SetupCost	LatenessCost	Investment
124	40	153580	28	318	48	3	76	24	21	8	62	34	1	11	98	0	485	561	0	0	0	0	725	0	595	0	0	0	562	0	497	625	765	0	0	273	711	0	513	599	0	0	0	547	0	0	0	793	552	0	423	595	0	352	0	520	521	0	0	509	0	0	0	0	0	0	203	0	510	0	0	731	0	502	0	0	962	599	0	0	0	41	25	21	12	27	20	5	12	4520	27570	945	28267	3861
125	40	919415	63	552	138	3	169	64	40	19	123	79	7	31	0	1244	1734	1185	930	1177	658	1356	2084	1060	960	2183	1041	1852	1082	867	1604	725	901	1053	1000	464	0	639	722	393	2233	1057	644	547	2378	913	759	0	868	1054	1069	1453	2105	1729	1092	1705	781	817	940	1288	1431	792	1889	1872	1838	1279	1745	879	649	1126	754	1624	2076	1108	647	1785	0	1424	868	1034	1094	45	28	22	14	30	23	6	13	20820	45660	1590	125070	4262
126	40	1791109	47	624	242	3	123	48	29	15	100	59	6	20	0	4444	3577	5642	0	5425	0	2343	3619	3228	3609	0	2580	1341	3908	0	0	0	2394	5063	3833	2598	2590	2720	0	2056	3071	4049	3466	3183	2550	2538	0	0	2646	1079	2475	2673	0	3453	2459	3452	2627	5066	0	3353	4220	2886	0	3700	0	3831	4181	1721	2724	0	0	0	0	0	3418	1808	0	4100	1968	3098	4352	60	36	31	19	39	31	7	17	39840	54150	1875	129449	5659
127	40	1551200	58	388	337	3	154	56	42	19	112	76	6	32	3381	2194	960	2730	0	3016	1629	2209	1511	4560	0	1216	3458	918	2341	3592	2860	2895	1238	5604	2986	3537	1242	3381	0	1477	1498	3069	1522	2103	566	2393	1492	1570	2144	1609	1223	0	1970	0	0	1440	1915	4157	2905	2181	834	1710	2075	0	2932	2017	760	2937	2853	1644	2134	1206	1305	2194	2699	2666	844	0	2319	4991	0	53	31	29	16	33	26	5	15	33640	33390	1395	121021	4951
128	40	1128507	57	330	308	3	147	51	40	18	111	68	5	29	1527	0	1783	1035	2141	2437	2659	491	722	2189	0	1698	1694	310	1557	2749	1147	1163	1648	1694	54	2668	1807	1239	3018	1968	1550	1173	2120	1320	2988	1520	2817	866	568	1748	1947	1552	2465	2711	2245	7	0	0	1254	886	2986	0	1532	0	3113	1623	0	1792	2922	929	0	1543	0	2148	3340	1810	2886	1634	2966	1374	0	48	28	26	13	30	23	5	14	24540	27100	1250	119552	4470
129	40	2024422	31	626	265	3	87	29	25	10	54	38	1	17	3687	0	0	0	0	0	6686	3710	4492	7689	0	0	4806	0	0	7898	0	2103	0	5153	0	5705	0	5191	0	4584	0	4615	0	0	0	6050	4518	7818	0	0	0	4750	4340	4295	7231	2966	0	0	0	4342	0	0	6194	0	4711	4579	0	0	4005	0	0	6729	6711	5815	5791	8755	0	0	0	0	0	52	31	27	15	33	26	6	15	45520	53490	1700	166240	4871
130	40	199988	34	162	117	3	90	29	32	9	63	52	3	15	754	0	655	398	18	0	1125	0	326	365	0	817	475	0	949	0	1065	472	105	447	0	0	731	0	0	0	0	0	238	0	763	0	0	672	676	0	0	0	0	607	0	0	0	341	119	451	176	728	483	1301	394	0	0	0	0	0	384	696	684	0	403	0	0	0	1208	0	0	36	21	20	11	24	18	4	9	4920	13780	710	7651	3394
131	40	1251667	25	368	330	3	62	26	18	9	49	31	5	15	2230	5507	0	7065	7848	0	0	5937	0	5940	0	5613	0	0	0	3246	0	2567	0	0	0	0	0	4667	0	0	7704	0	3801	4487	0	0	0	0	0	0	2535	0	0	0	0	0	0	6392	4821	0	0	3192	0	6195	0	0	0	4558	0	3934	0	4557	1928	0	5978	2868	7992	0	0	0	0	44	27	22	13	30	22	6	13	28020	32400	1160	121620	4168
132	40	1166206	55	404	268	3	143	57	41	17	112	73	7	28	0	3387	2399	2068	2291	3577	3080	790	2758	1066	2111	2627	2302	1361	1479	1176	2665	0	957	889	1760	1723	2504	2348	0	0	1366	1366	0	2493	0	2288	0	1554	2743	1822	1370	3355	1203	1061	971	2400	934	1049	2745	3501	1256	1708	0	708	1608	3526	1968	0	1889	1089	0	2367	2018	1825	3426	0	1863	1812	0	1697	1955	48	28	26	13	30	23	5	14	25580	34610	1445	121175	4470
133	40	503709	18	301	142	3	48	17	13	7	40	26	2	11	0	0	1334	0	0	2709	0	2298	0	2221	0	0	2807	0	0	0	3074	0	0	0	1715	0	1792	2162	0	0	0	0	0	0	0	0	0	0	3562	0	0	0	0	3213	0	0	0	3024	2474	919	0	0	0	0	3978	0	0	0	0	0	0	0	1014	0	0	0	2164	0	0	0	2184	37	23	16	11	24	18	5	12	12240	26690	945	21879	3422
134	40	1749251	12	443	379	3	29	10	4	4	25	10	1	6	0	0	12515	0	0	0	0	7989	0	0	0	0	0	0	0	0	0	0	0	0	0	11141	0	0	0	18759	0	0	0	0	0	0	0	0	0	16740	0	0	0	0	12934	0	0	0	0	0	0	0	0	0	0	15750	0	0	0	0	0	0	0	20110	11020	0	16554	0	10757	13738	0	35	19	21	11	21	17	3	10	39980	32360	995	119597	3257
135	40	1214733	51	375	241	3	142	51	37	18	107	68	6	30	0	1072	0	1184	2426	0	2597	1658	1131	1535	2215	734	1734	2399	3938	2425	2728	475	1891	0	0	1598	0	1824	849	3986	1438	0	2792	2101	1999	1522	1888	2741	402	0	1414	0	1197	0	814	0	1788	3027	2061	1872	0	1223	0	546	986	0	2054	1205	2109	805	1363	0	1005	0	991	3344	1057	1508	1654	2364	2579	48	28	26	13	30	23	5	14	26660	33440	1365	72540	4470
136	40	631676	43	149	371	3	123	42	35	12	84	53	4	25	0	777	1116	695	657	1536	506	768	645	0	0	568	0	0	1230	1331	0	866	1610	509	2025	0	0	2056	18	0	2028	220	2042	1712	1955	0	1242	4263	0	0	0	3273	0	2160	0	1826	158	263	0	554	862	0	0	505	694	0	2112	1842	1381	0	0	0	685	0	1384	2604	2083	2048	0	452	0	41	25	21	12	27	20	5	12	13840	12610	700	24340	3861
137	40	510499	39	147	260	3	115	43	25	6	76	50	3	22	1047	0	0	765	458	772	579	0	757	0	740	969	0	0	1664	1663	1824	1061	0	0	0	978	294	1615	0	1689	0	0	0	0	222	0	1558	0	2070	569	839	1419	608	0	0	0	755	1591	590	0	462	0	644	1445	1129	0	0	0	297	245	868	0	0	0	0	2238	867	374	856	0	1655	41	25	21	12	27	20	5	12	11340	13030	685	19386	3861
138	40	300540	5	512	53	3	11	14	1	2	12	5	2	4	0	0	0	0	0	0	0	0	0	0	8002	0	0	0	0	0	0	0	0	0	3624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3338	0	6404	0	5818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	12	8	4	12	9	3	8	13260	50200	765	11313	1770
139	40	656870	53	283	193	3	142	54	36	14	101	66	6	27	0	1633	1449	812	0	1175	1264	0	1538	0	771	905	1033	1492	713	1753	226	1282	0	1093	583	1073	1046	0	1145	1349	0	1614	0	989	1309	760	554	1082	0	1194	1871	902	928	696	1150	642	1585	781	0	1346	855	614	660	0	1088	1104	171	0	690	789	0	1774	1486	546	693	927	518	1106	0	664	1253	41	25	21	12	27	20	5	12	14580	23570	1130	54308	3861
140	40	257883	58	281	79	3	153	58	39	19	112	77	7	29	176	0	109	191	227	562	364	412	273	260	523	287	504	373	690	400	289	306	82	507	596	281	741	423	0	0	336	0	97	0	380	441	724	808	403	0	521	16	108	0	326	484	581	764	560	304	511	847	337	441	188	287	627	375	372	227	103	0	564	208	325	122	0	85	325	936	0	41	25	21	12	27	20	5	12	6300	24130	1060	28356	3861
141	40	348074	47	146	258	3	118	45	29	11	90	59	6	19	1358	0	0	264	485	517	0	0	748	0	495	1223	0	1362	0	0	140	1531	0	437	0	859	511	0	1246	0	1384	0	99	1368	0	1054	671	0	1670	2238	387	428	0	0	713	888	674	495	1374	0	0	724	438	886	1323	2940	0	0	1247	492	907	1138	7	911	191	647	0	0	348	791	0	41	25	21	12	27	20	5	12	7920	10990	660	24802	3861
142	40	894458	15	500	134	3	44	14	6	6	30	17	1	7	0	0	0	0	0	0	0	3518	0	0	0	0	0	0	0	5309	0	0	2629	5439	0	0	0	4284	0	0	0	0	0	0	0	4617	0	0	5710	0	6163	0	0	4310	0	0	1625	0	0	0	0	0	0	0	5859	0	0	0	4153	0	4945	3758	0	0	0	4469	0	0	0	0	0	32	19	15	10	21	16	4	9	22300	40350	1135	39318	2955
143	40	238350	4	488	56	3	9	3	5	3	11	8	0	2	4271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9777	0	0	0	0	0	0	0	4881	0	8212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	11	10	7	12	11	2	5	13240	48990	755	4970	1798
144	40	2052113	8	363	336	3	27	7	3	2	19	9	1	4	0	0	0	0	0	0	0	0	0	0	17100	0	0	0	16668	0	0	0	0	0	0	0	0	0	0	18783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7624	0	0	0	0	0	0	0	0	0	18466	0	23527	0	0	0	0	0	0	0	0	0	15019	4632	28	13	17	7	15	13	2	8	46040	31590	735	84619	2479
145	40	521996	47	163	318	3	116	51	31	15	94	61	5	24	0	133	0	0	0	946	1021	1183	1154	518	490	0	0	0	1847	1489	0	897	697	221	0	0	1493	1871	82	310	931	0	0	812	2755	1248	854	2081	886	936	1274	606	599	2371	451	0	394	2702	2652	1256	0	1245	706	0	564	2479	1187	0	1549	858	1569	875	0	83	991	0	0	0	1443	0	1080	41	25	21	12	27	20	5	12	11540	13680	695	48123	3861
146	40	660300	50	633	88	3	139	42	36	14	99	68	6	27	0	912	1171	0	1154	642	1213	1698	1025	842	1072	1055	620	0	1491	0	0	840	604	0	1399	648	1353	1013	1699	1640	972	545	1142	1031	1393	600	0	1545	607	0	496	747	0	852	0	1720	0	483	0	1239	1498	1820	0	1378	1459	975	1571	0	1091	0	1224	312	1029	1204	1023	0	1349	0	1129	1334	1717	48	28	26	13	30	23	5	14	15980	54780	1660	109488	4470
147	40	470864	18	123	280	3	51	23	14	4	35	26	3	16	0	0	0	0	0	0	2588	0	0	4834	2301	2877	0	0	0	1898	0	0	0	0	0	0	0	0	427	1677	1692	0	0	0	890	0	851	0	0	0	1264	0	2533	0	0	0	0	0	1219	0	0	0	0	0	1281	0	1867	0	0	0	2149	0	2646	0	0	0	0	0	1448	0	0	31	18	14	9	18	15	4	11	10540	12540	535	7197	2818
148	40	1059964	23	519	165	3	64	29	10	5	45	24	1	13	3183	0	0	0	0	0	0	3576	0	0	2784	0	0	0	0	3448	0	0	3521	0	0	0	0	0	0	0	4144	0	0	0	0	0	4605	0	3542	0	0	0	3846	5194	0	3569	0	0	3305	3028	4820	0	0	4735	0	2706	0	0	0	0	3525	0	2617	2850	2707	0	4901	3210	0	5840	0	41	25	21	12	27	20	5	12	24920	44460	1265	67703	3861
149	40	458240	11	590	71	3	32	9	11	2	20	17	1	7	0	0	0	0	0	4750	0	0	4234	0	0	0	0	0	0	0	0	0	4376	0	0	1424	0	0	0	0	0	4014	0	4575	0	0	0	0	0	0	0	3443	0	0	0	0	0	0	0	2288	0	4003	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	3957	0	0	37	23	16	11	24	18	5	12	15460	54050	1200	15886	3422
150	40	348817	54	130	247	3	142	58	32	17	105	66	6	29	0	0	284	888	1183	0	455	0	0	629	644	913	1585	1524	0	538	627	881	76	135	0	414	0	0	1230	0	0	0	634	546	953	353	705	0	531	1092	1158	82	107	677	443	0	70	0	1348	0	206	443	0	0	1227	193	603	0	1242	1568	471	773	0	317	529	466	1071	615	0	947	691	41	25	21	12	27	20	5	12	7880	10790	600	25606	3861
151	40	397116	38	479	78	3	106	35	26	13	79	49	5	22	798	0	1446	0	0	747	0	735	1367	1080	1019	0	928	0	1153	678	0	0	1064	0	828	1343	621	0	940	777	0	394	0	0	0	765	1312	2177	0	0	944	0	1046	1261	991	846	0	1210	1182	0	0	1003	0	604	1071	0	780	0	907	0	0	621	1077	1327	472	0	0	0	945	1062	0	48	28	26	13	30	23	5	14	10180	42160	1330	56908	4470
152	40	836669	29	628	112	3	73	28	17	8	52	35	2	14	2424	0	0	0	2623	0	3269	0	2505	0	0	0	0	0	0	2425	2291	0	0	1390	2871	0	0	2397	2181	2491	1811	0	0	0	1860	3056	3421	2175	2737	0	0	1049	2118	0	0	2313	3223	0	0	0	0	0	0	0	2262	3273	0	0	0	0	1314	2501	0	3145	0	3031	0	1988	2207	0	0	41	25	21	12	27	20	5	12	20580	49410	1460	68732	3861
153	40	1577033	32	435	360	3	78	32	24	12	62	46	2	12	6240	0	0	5218	4178	0	4660	0	4903	3578	5405	0	3842	0	4455	0	7001	0	4165	4687	0	0	4997	5422	2523	0	0	6074	0	5176	0	7925	0	0	0	3448	0	0	0	0	2860	3869	0	0	5312	2637	4542	5980	6542	0	0	7488	5699	2308	0	0	0	4010	0	0	0	4946	0	0	6467	0	0	57	34	30	18	36	29	6	16	35120	36820	1550	93159	5352
154	40	374734	47	200	158	3	126	44	34	17	94	59	4	20	0	715	17	1052	627	1910	780	641	0	0	1373	344	1185	742	0	0	956	456	0	403	916	485	745	0	902	280	641	0	3	652	852	557	960	775	770	0	0	1055	0	600	0	548	623	0	458	957	0	491	938	1002	0	853	0	580	887	0	0	0	0	0	0	920	0	513	450	357	671	41	25	21	12	27	20	5	12	8600	16890	840	21733	3861
155	40	754926	33	184	351	3	79	37	24	13	68	43	3	15	0	0	0	2429	1287	0	2996	3380	0	2004	2922	0	0	1193	2342	763	0	0	1277	3312	3699	3322	1992	1926	1854	0	0	0	0	0	0	2097	1467	688	2394	2548	0	0	0	0	0	0	1747	1550	1001	0	0	1034	1757	2705	2401	0	1607	0	0	0	0	0	0	144	2814	0	860	0	0	1074	0	35	23	18	11	24	18	4	10	16500	16010	730	60026	3388
156	40	163775	37	575	26	3	96	31	21	15	78	51	3	22	524	484	584	0	0	377	662	181	0	551	378	0	526	439	219	203	691	360	474	0	0	417	0	604	0	0	409	608	0	210	306	304	0	0	417	0	0	0	332	417	365	423	395	282	0	0	0	0	697	0	0	418	0	0	0	465	373	0	393	182	0	0	0	291	0	0	258	41	25	21	12	27	20	5	12	5800	49510	1440	22325	3861
157	40	511824	62	213	196	3	168	59	44	20	123	81	6	29	358	0	22	1362	491	539	733	199	1057	407	320	870	1067	0	726	0	817	957	893	601	0	506	1253	0	158	1164	463	293	287	517	152	729	118	416	248	945	1066	849	395	389	1421	903	308	995	1984	73	158	1198	807	397	609	485	457	800	0	650	624	1059	1426	0	1006	592	1013	1608	741	406	727	41	25	21	12	27	20	5	12	11400	18090	920	39795	3861
158	40	82670	40	375	19	3	118	36	30	12	77	52	5	16	0	0	214	186	60	217	275	0	0	145	0	0	311	0	260	0	0	101	268	0	0	270	186	0	0	71	180	215	0	122	0	152	151	0	154	149	219	160	0	55	141	194	116	325	0	60	146	300	152	229	0	180	163	0	0	115	177	0	137	0	0	314	0	43	0	262	0	41	25	21	12	27	20	5	12	3140	32090	1170	9830	3861
159	40	1199673	14	395	258	3	42	18	10	2	26	20	0	12	9163	0	0	0	0	0	6322	0	0	0	0	0	0	7170	0	7824	0	0	8642	0	0	0	0	10046	0	0	0	6504	0	0	0	0	0	0	0	0	0	7134	6756	0	0	2742	10762	0	0	0	0	0	0	0	3813	0	0	0	0	0	0	0	0	0	7590	0	0	0	7353	0	0	46	29	22	13	30	22	6	15	28520	37820	1280	27111	4328
160	40	480373	44	475	103	3	112	41	35	14	88	55	5	20	0	0	1211	794	0	0	1096	0	0	529	634	0	1391	0	1334	675	1290	0	1177	0	0	826	1251	2167	403	0	787	771	1304	1072	1569	0	1251	857	1282	1150	2169	1280	0	0	951	1615	618	463	1217	900	0	796	1342	0	1275	0	0	1049	1231	1084	1299	1147	1116	1759	0	0	1264	0	1109	0	617	48	28	26	13	30	23	5	14	11740	39050	1400	71550	4470
161	40	666188	39	203	267	3	104	40	26	8	71	46	4	18	0	0	567	0	0	0	0	0	0	0	0	2286	1778	0	1473	899	719	2127	41	1187	0	1478	0	0	1101	1090	1530	0	2981	0	740	0	2639	105	0	0	1596	2153	0	1136	0	1368	0	1532	1607	2416	1405	0	900	622	1208	1219	1742	0	2238	1076	1089	1304	2407	0	955	1959	1448	0	0	0	0	41	25	21	12	27	20	5	12	14680	16620	790	34734	3861
162	40	1798916	35	495	293	3	90	44	20	9	69	39	6	15	0	2748	0	1222	3452	0	2782	3399	0	4174	4105	2461	0	6058	5423	3328	0	6089	0	0	4652	4364	0	0	0	5080	0	0	4389	0	0	0	0	0	4083	4211	3734	2926	6411	0	3390	6330	0	2251	7184	0	2618	5132	0	5951	0	0	0	3743	0	2814	4197	5063	0	0	3705	0	0	2404	0	4930	0	48	30	23	15	33	25	7	14	39640	41320	1435	134399	4569
163	40	306728	37	244	105	3	95	36	27	13	74	39	4	15	686	0	0	646	0	0	0	423	334	824	651	0	0	0	0	1057	0	0	0	530	1071	0	586	909	0	776	1258	1009	0	375	0	747	184	479	386	0	1430	0	0	919	772	223	506	0	0	566	394	0	326	395	0	345	0	898	799	1135	0	437	0	1080	0	1050	0	1050	0	423	0	41	25	21	12	27	20	5	12	7360	20130	1015	13178	3861
164	40	611233	13	487	116	3	33	13	8	6	33	17	1	5	1962	0	0	5414	0	0	0	2670	0	0	0	0	0	0	4856	0	0	0	3412	3915	0	0	0	5071	0	0	0	0	0	0	0	0	0	0	5332	0	4601	0	0	6042	0	0	4662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4775	0	0	3680	0	0	36	21	20	11	24	18	4	9	16940	41880	1185	22546	3394
165	40	1757024	27	584	288	3	74	19	14	7	55	35	4	12	5206	0	4266	0	6833	0	0	0	6618	0	0	0	5303	9009	0	8329	4568	0	4368	5728	0	8033	6000	3385	5944	0	6052	0	0	0	0	0	0	0	0	8443	8355	0	0	0	0	0	0	6847	0	0	0	5688	0	0	4125	0	0	5401	6526	5052	9144	0	9049	0	0	0	0	0	0	2009	7734	53	30	29	16	33	27	6	16	40000	47140	1565	152235	4961
166	40	152314	2	449	19	3	6	3	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	4445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4134	0	0	0	13	5	8	2	6	5	1	4	10980	35910	395	1880	1082
167	40	77224	18	255	25	3	52	14	16	8	35	26	0	11	453	0	0	483	0	0	107	368	0	0	0	0	418	0	0	0	424	0	0	0	0	0	412	0	0	0	0	375	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	245	0	0	0	332	0	0	0	229	420	292	0	0	0	585	0	523	343	202	0	0	0	0	41	25	21	12	27	20	5	12	2380	22940	430	50028	3861
168	40	128304	41	174	68	3	120	40	34	12	82	53	6	24	0	245	470	122	373	289	0	164	498	373	0	377	581	50	0	0	0	163	362	342	389	0	370	0	602	74	461	0	312	74	291	0	0	300	0	167	243	111	39	0	300	0	0	314	0	0	58	0	0	152	0	0	296	0	0	0	0	0	494	332	609	480	0	279	213	209	241	41	25	21	12	27	20	5	12	3360	15220	770	6594	3861
169	40	332160	37	390	66	3	101	39	31	14	69	50	4	22	722	0	572	1134	624	0	0	1011	538	562	0	0	987	0	0	0	703	0	899	741	453	0	0	968	0	0	0	375	729	605	0	320	0	0	591	868	0	1138	1579	0	138	0	0	848	628	0	868	666	0	689	731	0	895	400	761	662	587	372	557	0	0	312	574	0	0	0	0	41	25	21	12	27	20	5	12	8440	36540	1205	35413	3861
170	40	283683	9	532	49	3	24	6	10	4	16	12	0	3	0	0	0	3477	0	0	0	0	0	0	0	0	0	0	0	0	0	3051	0	0	0	0	0	3010	0	0	0	0	0	0	0	2239	0	0	0	0	0	2949	0	1818	0	0	0	0	0	0	0	0	2204	0	4302	0	0	0	0	0	0	2980	0	0	0	0	0	0	0	0	0	24	16	14	7	18	12	2	4	10920	46030	870	18145	2350
171	40	2466644	22	588	330	3	64	23	15	12	38	28	1	12	3639	14953	0	0	0	0	10391	8028	0	0	0	0	9614	0	0	0	0	12591	0	0	0	0	0	0	0	8545	0	0	8031	9509	0	8389	9831	9652	0	0	0	9369	8775	0	0	0	6264	0	0	0	0	3699	8706	0	0	7146	0	0	9866	0	0	8406	0	11175	7674	0	0	0	0	0	0	46	29	24	14	30	24	5	13	55280	52200	1495	95890	4398
172	40	635121	52	159	329	3	140	52	37	16	102	63	6	24	0	757	1177	766	668	0	838	0	1679	292	1283	766	787	0	0	0	1540	622	715	0	0	1079	1433	544	632	0	1401	0	634	1332	184	2034	0	1147	579	2312	2771	1296	2277	392	684	642	959	1121	0	0	1000	444	108	1592	0	0	1412	572	118	547	907	0	31	625	1608	2307	407	2980	769	0	1490	41	25	21	12	27	20	5	12	13860	13730	755	14550	3861
173	40	374781	50	159	193	3	122	54	37	13	99	61	6	25	0	1130	476	447	0	0	952	0	979	0	340	0	570	415	853	0	0	53	791	1137	1019	0	548	0	561	784	425	704	0	448	0	0	167	591	228	0	458	0	514	1662	0	708	219	1156	959	1327	533	595	548	636	0	622	406	434	0	280	1537	0	0	0	576	595	963	1562	547	279	0	41	25	21	12	27	20	5	12	8440	13090	735	6842	3861
174	40	2044104	16	460	299	3	47	19	7	6	36	25	2	8	9641	0	0	0	0	0	0	0	0	0	0	0	0	7106	0	0	0	0	9365	8623	0	0	4092	0	0	7741	7985	0	8608	0	0	5753	0	0	0	0	0	0	12134	0	0	0	8438	11284	8692	0	0	0	0	0	0	0	0	10575	0	0	0	0	0	0	0	0	0	0	7823	9786	0	32	21	13	11	21	18	5	11	45700	43620	1095	106070	3053
175	40	1144949	48	287	322	3	122	50	30	16	90	60	4	25	0	0	1398	2294	1989	1148	2318	1412	672	3289	409	0	895	1216	2871	1735	0	0	0	3246	1618	1115	3093	607	0	1945	0	1417	3138	2734	0	2318	743	0	1172	1004	2496	1464	3654	0	0	0	4142	1663	0	0	1178	1865	989	1296	0	1124	481	2975	0	1727	3319	428	0	3473	2709	1830	3597	2284	4003	0	0	41	25	21	12	27	20	5	12	24980	24920	1150	56925	3861
176	40	982807	24	217	364	3	63	21	13	8	49	31	4	12	0	0	0	0	3240	0	0	4370	0	0	3597	1311	1907	0	4313	3172	0	0	0	0	0	3095	0	0	4153	3593	0	0	0	0	5298	0	0	86	0	0	2557	0	0	6036	0	1140	0	3212	2297	4568	0	2554	0	0	0	2532	3641	0	1711	0	0	0	4330	0	0	6343	0	0	0	0	0	48	28	26	13	30	23	5	14	21620	17620	905	26301	4470
177	40	3340813	6	578	374	3	27	2	2	3	11	6	0	4	0	0	0	0	0	0	0	35496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36063	0	0	0	0	0	0	0	0	0	0	0	0	50103	0	0	0	20320	0	0	0	0	0	0	22106	0	36	19	22	43	18	17	1	11	78680	50790	1065	27640	3388
178	40	779484	65	594	114	3	169	65	44	20	128	82	7	32	1128	1447	1252	1724	1319	1026	1761	718	831	709	905	1266	839	1015	1177	978	1656	478	278	400	1740	759	879	1546	1371	1354	983	345	744	1179	642	737	429	512	1249	604	1507	593	770	539	1271	497	2327	1413	449	931	1111	1251	854	0	1532	1372	989	1289	713	956	873	1153	811	1159	642	1257	1419	1234	880	1821	0	48	28	26	13	30	23	5	14	17940	49660	1665	85471	4470
179	40	806468	27	219	379	3	62	27	23	9	52	33	3	17	0	0	0	3032	0	2434	0	0	0	4210	0	0	2622	0	3366	0	0	3680	0	0	0	2371	0	62	0	0	4960	0	0	1711	3221	0	1680	0	5196	0	0	4960	2777	1568	4214	0	0	0	2096	0	0	2825	1415	0	2206	0	0	0	0	3169	2382	2386	0	0	0	0	5179	5251	4048	0	0	41	25	21	12	27	20	5	12	17900	18310	870	34203	3861
180	40	604524	59	367	136	3	162	61	44	17	112	78	6	29	1273	590	1165	1029	293	858	1397	1153	1456	1198	601	746	0	1206	653	731	906	484	293	1582	318	0	1379	0	0	906	456	953	581	409	696	515	441	1107	0	475	1219	960	266	837	1422	283	999	485	990	1288	1082	0	1117	1465	699	801	0	1178	873	1065	965	288	630	1215	477	274	460	527	883	0	1408	41	25	21	12	27	20	5	12	13780	31780	1345	60620	3861
181	40	323627	44	153	199	3	110	43	29	16	85	53	5	23	0	784	1060	0	43	0	588	387	0	599	0	451	1551	1605	147	732	0	0	0	650	918	0	0	781	427	0	752	294	446	0	447	761	0	139	767	1264	1248	457	473	1437	0	677	0	0	0	0	0	1162	0	521	543	426	0	1544	0	109	332	0	1132	0	1109	279	853	653	943	0	1014	41	25	21	12	27	20	5	12	7380	12320	725	17537	3861
182	40	448410	33	619	58	3	90	41	24	11	71	40	4	18	0	1458	0	0	0	0	0	852	0	372	1718	1100	1705	0	0	1179	993	0	0	0	0	862	972	0	0	1354	970	0	1263	0	0	0	717	974	0	0	0	1124	725	992	895	1364	0	0	1010	790	1088	1215	0	1632	0	0	1244	795	765	0	1829	0	0	0	0	0	877	695	1419	0	876	37	23	16	11	24	18	5	12	11860	55650	1375	58464	3422
183	40	706785	29	548	136	3	67	29	14	6	57	35	5	15	0	2394	1925	0	3057	1886	0	0	3047	0	0	1742	0	0	2776	2303	0	0	3964	0	2370	1813	0	3508	1915	0	3787	0	0	2292	3638	0	0	0	2152	1611	0	0	0	0	2388	2745	0	0	2905	2029	2197	2756	0	0	0	0	2365	0	1972	0	0	2523	2481	0	0	3750	0	0	0	0	0	48	28	26	13	30	23	5	14	17260	43520	1345	77015	4470
184	40	907777	34	475	178	3	85	27	19	10	70	37	4	18	0	0	3458	0	0	0	0	0	1076	0	0	1729	0	0	0	2608	0	1503	1564	0	0	3061	2898	3254	1743	0	3744	0	807	1866	0	3441	0	2623	3424	3733	0	2455	2652	0	1639	0	0	3858	0	0	0	0	1959	1873	0	3630	2721	2519	0	3411	0	2125	0	0	1175	1068	0	2950	2779	2439	2745	44	27	22	13	30	22	6	13	21040	37700	1410	96502	4168
185	40	407823	24	489	78	3	67	22	15	6	49	28	4	11	1462	0	1489	742	0	1632	0	0	1447	0	0	0	980	0	0	0	0	0	0	0	1625	0	0	0	1348	1746	1849	0	0	0	0	0	0	0	0	1724	1965	0	0	0	0	1326	1244	2342	0	0	0	0	0	2099	0	1556	0	0	0	0	0	1614	2273	1914	1534	0	877	0	2095	1402	0	38	22	20	11	24	19	5	12	11080	40240	1255	41631	3564
186	40	795904	38	397	170	3	98	31	30	15	77	50	4	22	419	0	1516	2157	0	0	1553	866	1641	0	1473	0	2574	0	0	0	1338	0	0	0	1615	3372	0	2221	2041	1764	1167	1767	0	1766	1598	2399	0	2315	1340	1937	1269	0	1860	0	0	0	0	2862	0	2427	0	0	1756	0	879	990	0	0	0	2000	1946	1401	2131	0	0	2758	1320	117	2305	2785	0	48	28	26	13	30	23	5	14	18180	34370	1270	98160	4470
